filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
hiphop.00100.wav,661500,0.40658963,0.09355959,0.19285181,0.015099904,3088.3013958269175,1696431.1353910763,2899.460153223545,312526.9023213207,6673.567979180776,5323267.024656628,0.1387259185129644,0.010278041734156708,-4.032769e-05,0.03602337,3.973116e-05,0.009440172,99.38401442307692,-92.15914,5829.7866,63.73273,1841.0995,8.858222,833.8768,6.1525416,502.93082,12.900075,376.8684,-0.26833907,204.713,-11.05679,396.52686,3.8265963,168.89876,-4.1506333,185.26314,-4.011496,152.16158,-5.025662,178.65845,3.8302207,134.7743,-2.800856,103.41348,4.300694,89.26566,-4.9372983,76.82008,-1.9311501,76.40877,-4.8989787,92.4764,4.3867908,78.49753,-2.7650158,65.136345,-0.945027,71.51185,hiphop
hiphop.00101.wav,661500,0.34710458,0.10091207,0.2443799,0.03085252,2191.7398382657175,1406280.596556251,2048.9690814981595,759888.8442431651,4416.406627926664,5711395.012742636,0.09986145208494582,0.006284157310600385,-3.4012098e-06,0.043330636,0.000381732,0.029735742,117.45383522727273,-120.19865,17433.518,79.16386,1327.995,-14.233474,859.4327,-6.5662627,1103.412,-17.660704,354.89557,-6.323875,618.0309,-14.821044,528.8218,-12.497056,692.03687,-23.089865,350.6757,-3.1752734,331.01917,-0.106485136,151.57428,12.142935,185.43454,9.262856,208.80064,3.4986076,150.26373,4.346976,130.2835,2.2130551,105.60648,0.879204,85.70095,5.649078,90.674416,-1.9803499,131.4783,3.267967,71.65762,hiphop
hiphop.00102.wav,661500,0.44491732,0.09190485,0.30380878,0.013398117,1272.0895068484112,604702.0190297351,1618.3174269784097,343451.5016180811,2745.183400251548,3045396.21414456,0.044878035506965945,0.0013662978195072544,2.233969e-05,0.063741684,0.0002546889,0.018298455,89.10290948275862,-109.81306,5143.119,145.77448,1719.262,-9.772686,431.65494,41.9085,339.87186,10.938467,294.25372,25.643969,199.06572,3.7962234,136.7829,6.326831,103.73965,5.4925895,89.52255,4.7826915,48.70996,-3.301218,56.437077,-1.6722609,52.348347,0.8309181,66.24727,3.5998728,57.24752,-1.1761732,65.972694,6.0661836,64.96352,-2.7133994,41.34476,-5.33574,83.87074,-0.87045276,27.885462,2.5743043,32.52241,hiphop
hiphop.00103.wav,661500,0.30346164,0.091948755,0.08621291,0.009008965,1275.603569587385,349850.5125771628,1869.0588870780985,273686.9407723928,2541.059634560033,2517724.653665436,0.04399141955301858,0.0009825714010712827,-2.7827402e-06,0.009616057,-0.00010357321,0.003530631,117.45383522727273,-282.38327,8208.551,114.57631,857.2478,24.940025,310.02408,18.380297,195.86247,3.9703312,88.552574,4.5696526,122.056595,2.9263484,84.05575,-2.2814243,78.83093,-8.064543,78.65884,-8.795757,81.959816,-10.620009,80.16933,-11.025487,107.65478,-11.973475,77.714455,-8.801581,69.932915,-9.900381,47.68692,-9.8707075,59.643364,-11.577576,78.07481,-10.615611,85.836685,-4.6036215,112.4281,-1.5213557,89.51297,hiphop
hiphop.00104.wav,661500,0.5058588,0.07763626,0.22510973,0.024150105,1771.1922510373608,1140984.182886907,2056.8465283877626,588803.7041887142,3674.8027789703465,5155966.259063538,0.06196598962364551,0.0011074645725855253,9.761392e-06,0.049466003,0.00014029292,0.009722696,135.99917763157896,-99.152306,3895.2783,126.35345,1702.2848,1.5928415,1133.8374,18.54661,169.64513,-2.2108424,139.3801,5.671872,144.7298,-3.450066,79.7228,1.708258,182.84682,-6.5674267,62.23019,2.872678,135.45659,-3.0817542,87.812004,-0.35979298,98.98599,-3.5767252,56.356968,-3.1588361,85.36218,-4.0116925,48.960278,-1.3048118,71.469086,-2.495449,58.450985,-3.8270593,64.19756,-4.680122,49.09402,-5.056504,52.075138,hiphop
hiphop.00105.wav,661500,0.32909366,0.09922849,0.15160203,0.017706202,2033.979319431798,665474.7169566704,2289.630007609968,214172.99604145956,4244.141002926664,3034268.626496745,0.07867526122291021,0.002626588319230474,2.1119583e-06,0.027277956,0.0001531092,0.00819756,161.4990234375,-137.7908,6150.069,101.29657,896.4127,-5.3688393,672.2227,13.401267,283.15668,-3.6947842,237.43083,-2.8471544,199.09961,-18.81952,430.59103,-5.863728,248.4226,-14.0089655,67.87738,-5.36193,202.84448,-12.984653,133.16013,-16.733168,279.70108,-9.167452,122.47431,-9.346657,105.99733,-7.7924685,69.44259,-9.039071,113.18461,-8.496097,84.60819,-0.01578562,126.83635,-11.093744,106.54012,-3.8106728,49.93589,hiphop
hiphop.00106.wav,661500,0.3087274,0.092417985,0.16785511,0.01801862,837.8381168447668,176425.15462895882,1229.8286982456261,209129.8727495315,1554.5405999056695,1483780.1774587173,0.036268866099071206,0.0003104438151372986,-8.072963e-06,0.018881155,-5.776763e-05,0.016927019,135.99917763157896,-226.98248,5144.42,147.8734,502.1583,26.782251,1312.5192,41.87214,474.50696,7.9194126,273.53745,-1.0272602,193.91216,-2.6030908,133.48412,-4.486261,117.8417,-5.0284977,97.79646,-4.9011436,76.93525,-8.12076,68.788925,-8.310789,62.349434,-6.258237,58.759876,-1.8657627,58.09098,-3.4728134,80.8342,-1.9564483,73.62463,-3.8624365,61.194782,-2.345196,71.3616,1.1577067,113.17417,0.14092998,104.19655,hiphop
hiphop.00107.wav,661500,0.367313,0.09348277,0.23683482,0.010060803,1807.8885725086318,1115931.3956171349,2067.1113118801345,734460.1125878765,3826.710193740325,5705864.6662920015,0.07266547141060371,0.0029345406871821946,3.850458e-05,0.030746933,0.000943481,0.01970777,129.19921875,-94.34814,7349.499,126.707504,2183.8513,-1.0268426,900.0582,7.9551573,482.40558,5.7987585,258.5675,-3.9210625,444.70172,-5.008263,158.54361,-3.4564066,230.70187,-12.491887,151.66212,-2.76125,170.52426,-11.782593,183.7939,-4.549306,160.29143,-17.536701,142.70811,-8.231972,196.47096,-11.282188,86.19632,-2.2195995,100.87854,-7.718218,57.948856,-0.9221541,87.55921,-2.2035048,62.28939,-1.4576851,64.62003,hiphop
hiphop.00108.wav,661500,0.48963857,0.08866137,0.2749328,0.021958241,1393.6760685881168,452656.121317716,1717.350496997591,190410.3415807616,2841.866148957527,2163895.9134113435,0.05628801942240712,0.0019109015211793336,3.1922477e-06,0.040932182,0.00043905753,0.031192428,112.34714673913044,-105.06922,6849.9937,133.0602,1073.4934,-10.730991,532.8612,39.955494,280.188,1.6071635,193.99,15.282224,138.7569,-0.48344955,149.60106,6.497554,161.3849,-4.2722087,111.186966,3.2724216,75.74358,-1.6630691,86.72748,1.3188707,66.387054,-3.901663,58.85519,0.41452608,44.588074,-4.375049,48.270824,0.76166534,38.340668,-2.6349387,60.76213,2.1844187,45.588135,-1.0852274,46.950443,-0.3945948,59.035294,hiphop
hiphop.00109.wav,661500,0.35133103,0.101081654,0.16235985,0.024854692,1858.430133775524,1717730.8872073523,1860.7064558053094,663969.2263968771,3571.236738553357,6362772.497012755,0.07445646587171052,0.0032997612569937006,-4.538479e-05,0.041351452,-0.00013530912,0.0071020373,112.34714673913044,-218.16068,11054.937,78.03229,1869.0391,9.99492,1571.7721,13.728743,551.67267,-15.759618,443.0881,-3.413912,657.1459,-20.214678,319.53857,-23.51052,390.8543,-17.498886,262.8038,-9.216786,209.82436,-14.551414,128.9791,-7.165694,164.84116,-6.8180285,155.78851,1.1017528,129.10655,6.279449,149.87122,2.8611374,152.34584,-3.764547,104.32108,2.2393878,56.79586,6.4558825,90.11733,14.238139,118.71799,hiphop
hiphop.00110.wav,661500,0.35635984,0.10108022,0.22810331,0.021461064,1671.997443896133,1010710.3832143687,2046.3250342524332,479309.2930271627,3324.129899441273,5337822.832580469,0.05750796669407895,0.0018523577852631425,-9.698274e-05,0.03893598,-0.0024559898,0.019945476,107.666015625,-129.18977,10015.305,125.87498,1690.6954,16.086187,868.26935,18.770018,529.9261,4.6925535,224.52452,6.262561,179.3669,3.5726402,125.346794,-1.0073142,141.95262,-10.07063,134.77733,5.817972,178.48616,-5.3049145,100.08422,5.150321,116.33575,-0.45476776,74.15489,2.9994357,82.815384,1.5472108,105.663445,4.553927,95.31479,-2.0070422,107.40025,6.618252,104.39143,2.117186,91.59276,3.1595976,68.38969,hiphop
